GO Categories,Gene Symbol,Normals_NB.MYCN.A_logFC_mean,Normals_NB.MYCN.NA_logFC_mean,Normals_NB.Unknown_logFC_mean,Normals_NB.MYCN.A_PValue_mean,Normals_NB.MYCN.NA_PValue_mean,Normals_NB.Unknown_PValue_mean,Normals_NB.MYCN.A_FDR_mean,Normals_NB.MYCN.NA_FDR_mean,Normals_NB.Unknown_FDR_mean
GO:0042720:mitochondrial inner membrane peptidase complex,"IMMP1L, IMMP2L",-0.3695047090757768,-0.41834820771877645,-0.5841418913969068,0.09208404503262754,0.02937190886017742,0.23785155300889088,0.16935574141866783,0.057406766069791205,0.4110161025707305
GO:0042721:TIM22 mitochondrial import inner membrane insertion complex,TIMM22,-0.122881310741912,0.133473059645263,0.43772423678212596,0.279877754422934,0.10911303023955,0.0347839309698865,0.499380062621739,0.20384407568668897,0.131740063967369
GO:0042723:thiamine-containing compound metabolic process,"SLC19A2, SLC19A3",-1.1858426534553366,-1.9492322208564201,-2.098085566478645,0.019261335968179187,1.636915366954905e-12,0.0056381343235281,0.04533518541376624,1.01057871110445e-11,0.02752050940085025
GO:0042730:fibrinolysis,"F12, F2, FGA, FGB, FGG, GP1BA, PLAT, PLAU, PLG, PROS1, SERPINF2",-1.7770925058884803,-2.6961652964490495,-4.605830745319423,0.13151478415284917,0.020355471226556288,0.09197126582823914,0.23994595457674178,0.037112106011441846,0.20818515219730976
GO:0042731:PH domain binding,"EPHA4, ZNF592",-1.398095256086515,-1.2034917242979843,-1.1015216983226914,0.00599970111138328,0.2257383511993125,0.44455122570219185,0.015973903479339687,0.345886324225719,0.5002467337620208
GO:0042732:D-xylose metabolic process,UXS1,-0.176329181145501,-0.240952702255591,-0.174399379248532,0.120157907358338,0.0168342903204159,0.443225300426931,0.244976128348317,0.037788733560354,0.856723356111347
GO:0042733:embryonic digit morphogenesis,"ALX4, BMPR1A, CHST11, CTNNB1, ECE1, FLVCR1, FREM2, GJA1, GLI3, GRHL2, HAND2, HOXA11, HOXC11, HOXD12, HOXD13, IHH, INTU, LMBR1, LRP4, LRP5, OSR1, OSR2, SALL1, SFRP2, SHH, SMAD4, TBX2, TBX3, TMEM107, TMEM231, TWIST1, WNT5A, ZBTB16",-1.0595845956115857,-1.5166893142826494,-1.3463963285310692,0.09787252770855959,0.054134773837768324,0.11626776327156993,0.14850354280648856,0.0711356260627123,0.22460955379349493
GO:0042734:presynaptic membrane,"ADAM11, ADAM23, ADCY8, ADORA1, ADORA2A, ADORA3, APH1A, ATP2B1, ATP2B3, CADM3, CASK, CDH9, CHRM1, CHRM2, CHRNA6, CHRNB2, CNR1, CNTN1, CNTN5, CNTN6, CNTNAP4, CTNNB1, DRD1, DRD2, EFNB1, EFNB2, EFNB3, EPHA4, EPHB2, ERBB2, ERBB4, FOSL1, FXYD6, GABBR1, GABRA5, GABRR1, GPER1, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRIN2A, GRM2, GRM3, HTR1B, HTR2A, IL31RA, ITSN1, KCNA1, KCNA2, KCNA3, KCNC1, KCNC2, KCNC3, KCNC4, KCNH1, KCNJ11, KCNJ3, KCNJ9, LPAR1, LRRC4B, NCSTN, NLGN2, NPTN, NRXN1, NRXN2, NRXN3, OPRD1, OPRK1, PCDH17, PCDH8, PPFIA2, PRRT2, PSEN1, PSEN2, PSENEN, PTPRD, PTPRS, SCN2A, SLC1A2, SLC1A6, SLC4A8, SLC5A7, SLC6A1, SLC6A11, SLC6A2, SLC6A3, SLC6A4, SLC6A5, SLC6A9, SYT1, SYT7, ZDHHC17",-0.3689808641575554,-0.04506081224422868,0.06066039758172555,0.17118769062738692,0.13305536424301526,0.18262212690180354,0.23888879521537226,0.17691065113033416,0.34086298674948
GO:0042742:defense response to bacterium,"BCL3, CEBPB, CLEC4D, CLEC4E, COLEC12, ELANE, EPPIN, FCER1G, FCGR1A, FPR2, IRF8, MAVS, MICA, MPEG1, NOD1, NOTCH2, NR1H4, PPBP, PRG2, RAB14, RBPJ, S100A9, SLAMF8, SLC11A1, SLC30A1, SLC9A9, SPN, STAB1, STAB2, TLR3, TLR4, TLR6, TNFRSF1A, ZNFX1",-1.40064037554993,-0.9430413964669926,-0.5771510383320262,0.05288512442740868,0.11954063644442425,0.198876391195616,0.09417838636528161,0.1650220073124733,0.35521465567411326
GO:0042743:hydrogen peroxide metabolic process,"DUOXA1, DUOXA2, EGFR, NOX1",-3.5578059809417524,-2.712333274286835,-3.256512351227375,2.0976212711211334e-09,4.305101580633605e-08,0.004756131595425539,1.521772854451225e-08,1.7881175935111644e-07,0.025251313777099223
GO:0042744:hydrogen peroxide catabolic process,"DUOX1, DUOX2, PXDN, TPO",-1.4224072435708073,-0.9491432439490569,-1.7728639316725745,3.529410262190393e-05,0.00011453368596253282,0.09381042231524166,0.00013578971670938743,0.0003280047709710317,0.23586455128854328
GO:0042749:regulation of circadian sleep/wake cycle,NR1D1,-1.72258273719201,-2.23725458195974,-2.00818208643353,1.09156948086889e-07,2.72356060324357e-26,0.0002103106163898,6.78178730717393e-07,4.3725142638084e-25,0.0020731095807551
GO:0042752:regulation of circadian rhythm,"ADCY1, DRD4, HNF4A, ID2, KLF10, MAGED1, NONO, NR1D1, NR1D2, NR1H3, OPN3, OPN4, PPARA, PPARG, PROX1, PSPC1, RORB",-0.4678674121087919,-0.601735005432414,-0.72978949686333,0.11469073401183105,0.08323324935827803,0.10094404281506572,0.18176878142925085,0.12653745017028345,0.22163251691511446
GO:0042753:positive regulation of circadian rhythm,"PRKG1, RORA, RORC",-2.59301349137505,-2.7269013910672633,-2.4977344133569535,3.3503930006108575e-11,3.8110739301318335e-15,0.0017400458787958852,3.128766521480034e-10,2.8306702131474498e-14,0.009838784223922833
GO:0042754:negative regulation of circadian rhythm,"PASD1, PIWIL2",3.6566096425032235,1.89160300129498,3.114114963632453,0.0002270908254031,0.011575101665430474,0.014332439983566614,0.0008417925748579999,0.02592673443157383,0.051579035586087695
GO:0042755:eating behavior,"ACE, ADORA2A, ADRB3, ATP8A2, BSX, CPT1A, OPRD1, OPRK1, OPRL1, OXTR, P2RY1, PRLH, STAT3, TACR1, UCHL1",0.07559483896224148,0.5197403099942787,0.4462218422964962,0.04854227163536725,0.050752484530569894,0.07465233951663257,0.09152233382444432,0.07231093063850538,0.1786445380596802
GO:0042756:drinking behavior,"DRD2, EN1, HTR1B, MMP17, SLC24A4",0.7294321861590087,1.6436822944074234,1.272919297380762,0.1092418017795637,0.013315208858324786,0.08501098912554422,0.18317040472068666,0.026346517192768072,0.1783319867321441
GO:0042758:long-chain fatty acid catabolic process,ABCD1,-0.689146020731192,-0.0117675602649349,-0.171580418961552,0.0003187830261881,0.90916202101237,0.647636370794492,0.0011557128002853,1.0,1.0
GO:0042759:long-chain fatty acid biosynthetic process,"CYP1A1, CYP1A2, CYP2D6, CYP2E1, CYP3A4, ELOVL6, FADS1, LTC4S, PLP1",-2.2922614735311604,-3.3784373341882,-3.46229680955575,0.08923926911644556,0.010359557336906725,0.13628228212583648,0.15305974571726189,0.020205660624559082,0.23238788235957358
GO:0042760:very long-chain fatty acid catabolic process,"ABCD1, ABCD2, ABCD3, ABCD4, SLC27A2",-0.7877435944155139,-0.9696187658238482,-0.6289325909770462,0.06222288264820752,0.2727531317562523,0.3877632196042517,0.11767528057798896,0.3000148572195464,0.6684587344005503
GO:0042761:very long-chain fatty acid biosynthetic process,"ELOVL1, ELOVL2, ELOVL3, ELOVL4, ELOVL5, ELOVL6, ELOVL7, TECR",-0.5766943911131396,-0.4407396865982007,0.09259480984488434,0.1956994790282737,0.07926145042702656,0.35012367399732197,0.3406426300164509,0.12809209719190334,0.555674253501499
GO:0042765:GPI-anchor transamidase complex,"GPAA1, PIGK, PIGS, PIGT",-0.14777381376849352,0.06925242629464,0.39238925434577976,0.06296470798467346,0.05607554183127983,0.11735069245803567,0.12766041820349366,0.10013805905368467,0.28127268916536546
GO:0042771:intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,"BCL3, CDIP1, TMEM109, TP53, TP63, TP73",-0.37625245247992106,-0.720614226965371,-0.23054790579662404,0.08688480190590592,0.19359677328886812,0.12543067139894296,0.1543349411859113,0.30818240831290983,0.32819205327540674
GO:0042775:mitochondrial ATP synthesis coupled electron transport,SNCA,-1.4945694373071,-0.0763853332156674,0.290992619944989,9.07364355835966e-05,0.746157527126942,0.606971795867753,0.0003608044504351,1.0,1.0
GO:0042776:proton motive force-driven mitochondrial ATP synthesis,"NDUFA1, NDUFA11, NDUFA13, NDUFA3, NDUFB11, NDUFB3, NDUFB4, NDUFB5, NDUFB8, NDUFC2, SDHC, SDHD",-1.030215683168198,-1.1939787191934235,-1.1433091299861569,0.12420142664113486,0.0018635061133972482,0.03925910196676261,0.16567512162726272,0.0040950911317167125,0.10730072945417206
GO:0042789:mRNA transcription by RNA polymerase II,"ATF4, C5AR1, CREB1, EPAS1, FLNA, FOXE3, NCOA2, NFKBIZ, NR1H2, NR1H3, PPARG, RARA, RXRA, RXRB, S100A10, SREBF1, STAT3, TBP, TFCP2, THRB, VDR, ZBTB1, ZIC3",-0.8744152707698954,-0.8464922045321965,-0.9085291526621105,0.059869172831921814,0.0733806388364848,0.14515590756387517,0.09593416594405978,0.09804164349346163,0.24455268767335717
GO:0042795:snRNA transcription by RNA polymerase II,"SNAPC4, ZC3H8",1.2101639235266257,1.0266607464976891,0.32793119715789504,6.005430814376052e-10,5.090858098469466e-09,0.10972947099272427,4.766484884181389e-09,2.3202780806238205e-08,0.24817784931243456
GO:0042796:snRNA transcription by RNA polymerase III,"SNAPC4, ZC3H8",1.2101639235266257,1.0266607464976891,0.32793119715789504,6.005430814376052e-10,5.090858098469466e-09,0.10972947099272427,4.766484884181389e-09,2.3202780806238205e-08,0.24817784931243456
GO:0042800:histone H3K4 methyltransferase activity,"KMT2A, KMT2D",0.6142478323646667,0.13698798240736382,0.284445983363041,0.0004004866079535722,0.6242889720374801,0.28746180641132774,0.0013313478146081794,0.6268310375459765,0.6128982194482346
GO:0042802:identical protein binding,"A2M, ABCD1, ABCD4, ABCG2, ABCG4, ACACB, ACE2, ADIPOR1, ADORA2A, ADRA1D, ADRB2, AGER, ALCAM, ALK, ALOX5AP, AMELX, AMFR, ANGPT1, ANO1, AOC3, APCDD1, APLP2, APOE, APOH, APP, AQP1, AQP3, AQP5, ARID3A, ARID5A, ARL6IP1, ASCL1, ASGR1, ATF1, ATF3, ATF4, ATF6, ATL2, ATL3, B2M, BAK1, BAX, BCHE, BCL2, BCL2L1, BCL2L2, BCL6, BEST1, BHLHA15, BNIP3, BNIP3L, BRAF, BRI3, BST2, C1QTNF1, C1QTNF6, C1R, C1S, CAMK2B, CAMK2D, CAMK2G, CAV1, CCR2, CCR5, CD2, CD226, CD247, CD28, CD300LB, CD300LF, CD38, CD3D, CD3E, CD3G, CD4, CD53, CD6, CD69, CD74, CD79A, CD79B, CD84, CDC5L, CDH1, CDH13, CDH2, CDH8, CEBPA, CEBPD, CEBPE, CEBPG, CEP290, CEP55, CISD1, CLCN5, CLCNKA, CLDN1, CLDN10, CLDN11, CLDN12, CLDN14, CLDN16, CLDN17, CLDN18, CLDN19, CLDN20, CLDN23, CLDN3, CLDN4, CLDN5, CLDN6, CLDN7, CLDN8, CLDN9, CLEC2B, CNR1, COL1A1, COL1A2, COL23A1, CPT1A, CREB1, CREB3, CREB3L3, CREBZF, CRLF3, CRYAB, CSF1, CSK, CTAG1A, CTAG1B, CTSC, CYBRD1, DAAM1, DDIT3, DERL1, DGAT1, DLK2, DMBX1, DMRT1, DMRT2, DMRTA1, DMRTA2, DMRTC2, DPAGT1, DPP4, DRD2, DRD4, E2F7, E2F8, EBP, EGFR, EIF2AK3, ENG, EPHA4, EPHB2, EPOR, ERBB2, ERBB3, ERN1, ESR1, ESYT1, ESYT2, ETS1, EZR, FAAH, FAP, FAS, FATE1, FBLN1, FBN1, FCER1G, FGFR1, FGFR3, FGFRL1, FGG, FICD, FIS1, FKBP8, FKRP, FLNB, FN1, FOS, FOXC2, FOXJ2, FOXO4, FOXP1, FOXP2, G6PD, GABRB3, GABRR1, GAPDH, GATA3, GHR, GIMAP2, GJA8, GJB1, GJB2, GMEB1, GMEB2, GP1BB, GPHN, GPR62, GRHL1, GRHL2, GRIA1, GRID1, GRID2, GRIK2, GRIN3A, GRM5, GUCY2F, GYPA, HAND1, HAS1, HAS2, HAS3, HCFC1, HCN1, HCN2, HCN4, HELT, HEY2, HGF, HLA-G, HMBOX1, HMG20A, HMGXB4, HMOX1, HNF1B, HNRNPU, HOXA1, HSF1, HSF2, HSF4, HSP90AB1, HSPB1, HTR2A, HTR2C, HTR3A, HTRA2, HTRA3, HVCN1, ICOSLG, IFI27, IGF1R, IGF2R, IKBKB, IKZF3, IL6ST, ILDR1, IRF3, IRF5, ITGA2B, ITGB3, JUN, KCNH2, KCNJ2, KCNK1, KDR, KIR2DL3, KIRREL2, KLRK1, KMT2A, LCK, LDLR, LEPROTL1, LHCGR, LITAF, LRP6, LRRC8A, LTBR, LTC4S, LY6G6C, LY6G6D, LYAR, MAF, MAFB, MAFG, MAGED1, MALT1, MAOB, MAPRE1, MARCKS, MAVS, MAX, MCOLN1, MCOLN2, MEP1B, MET, MFF, MFN1, MGST2, MIEF1, MLC1, MMP9, MNT, MRAP, MRAP2, MS4A1, MUL1, MYC, MYH9, NBL1, NCR3, NELL2, NFIL3, NFKB1, NFKBIA, NISCH, NLGN1, NLGN2, NOD1, NONO, NOTCH1, NOTCH3, NPR2, NR3C1, NR4A1, NT5E, NTRK1, NTSR1, OIP5, OLFML2B, OLIG2, OLR1, OPN1MW, OR1D2, ORAI1, OTOP3, P2RX1, P2RX2, P2RX4, P2RX7, PCDHB6, PCDHB8, PEX11B, PGR, PIK3AP1, PKD2, PKD2L1, PLN, PLVAP, PLXNA2, PMEL, PON2, POU2F3, POU3F2, PPARG, PPP1R13L, PRF1, PRKD1, PRKG1, PRKG2, PRTG, PTK6, PTPRG, PTPRM, RABAC1, RELA, RELB, RGMB, RHCG, RHOXF2, RIT2, RNF17, RNF5, ROBO1, ROBO2, ROPN1, RRM2B, RXRA, RYR2, SCUBE1, SCUBE3, SDC1, SDC2, SDC3, SDC4, SERPINA1, SERPINC1, SFRP1, SFTPC, SLAMF1, SLAMF8, SLC16A1, SLC16A2, SLC16A7, SLC1A1, SLC22A1, SLC22A6, SLC2A1, SLC31A1, SLC34A1, SLC39A4, SLC40A1, SLC4A4, SLC4A8, SLC6A1, SLC6A4, SLC9A1, SLC9A3, SLC9A6, SLC9B2, SLIT2, SMAD1, SMAD2, SMAD3, SMAD4, SMAD6, SMPD3, SNCA, SNX9, SOX10, SOX13, SP1, SP4, SPAG9, SPTBN5, SRR, ST8SIA3, STAT1, STAT2, STAT3, STAT4, STAT5B, STAT6, STIM1, STOM, STX1A, SUN1, SYT1, SYT11, SYT9, TCF4, TEF, TEK, TFAP2A, TFAP2E, TFRC, TG, TGFB1, TGFBI, THAP1, THAP4, THAP7, TIGIT, TLR1, TLR10, TLR2, TLR3, TLR4, TLR6, TM6SF2, TMCC1, TMCC3, TMEM115, TMEM14B, TMEM38A, TMEM38B, TMEM43, TMEM79, TMEM86B, TMX2, TNF, TNFRSF10A, TNFSF10, TNFSF11, TNFSF18, TNN, TP53, TP63, TP73, TPCN1, TPCN2, TPM1, TRPA1, TRPM8, TRPV1, TRPV4, TRPV6, TSC22D1, TTK, TYR, TYROBP, USF1, USH2A, UXS1, VWF, XBP1, YIPF6, ZBED1, ZBED4, ZBTB16, ZBTB2, ZBTB26, ZBTB48, ZDHHC17, ZHX2, ZKSCAN4, ZNF114, ZNF212, ZNF24, ZNF3, ZNF408, ZNF48, ZNF572, ZNF618, ZNF792, ZNF837, ZP2, ZSCAN32",-0.9218213027575546,-0.7579353129026484,-0.6737188553890453,0.08742211358256485,0.09851122555671536,0.16431149575247514,0.1353233847815728,0.13194264856553814,0.2964075442097181
GO:0042803:protein homodimerization activity,"ABCB10, ABCB9, ABCD1, ABCD2, ABCD3, ABCG1, ABCG2, ABCG4, ACHE, ACSL6, ACTN1, ACVR1, ADAM10, ADCY8, ADRA2A, ADRA2C, ADRB2, ADRB3, AHR, ALDH3A2, AMBP, AMHR2, ANO1, APOE, ARNT, ATF3, ATIC, ATP2A1, B2M, BAK1, BAX, BHLHE41, BMPR1A, BNIP3, BNIP3L, BST2, CADM1, CADM3, CAMK2B, CAMK2D, CAMK2G, CANT1, CASR, CAV2, CD247, CD4, CEBPA, CEBPB, CHRNA7, CISD1, CISD2, CLCN1, CLN6, COL9A1, COL9A2, COL9A3, CR2, CREB3L3, CRYAB, CSF1, CSF1R, CUBN, DDIT3, DGAT2, DPP4, DSCAML1, ECE1, EFEMP2, ENG, ENPP1, ERBB4, ERN1, ERP29, EXT1, EXT2, F11R, FAP, FCER1G, FGFR1, FGFR2, FICD, FLNA, FLRT3, FLT4, FOXP2, FOXP3, FUT9, FZD4, G6PD, GHR, GLCE, GREM1, GRHL1, GRM6, GUCY2D, GZMA, HAND1, HAND2, HES1, HESX1, HEYL, HHEX, HLA-G, HM13, HMGCS1, HMOX1, HNF4A, HSD11B1, HSP90AB1, HSPB1, HVCN1, IKBKB, IKZF3, IL6R, IRAK2, IRF3, IZUMO1, JAM3, JDP2, KCNH2, KCNN2, KIF20B, KIT, KMT2A, LCT, LILRB1, LILRB2, LPL, LRP4, LRP6, LRRFIP1, MAG, MAN2A1, MAP3K9, MEF2D, MFF, MID2, MIXL1, MLX, MLXIPL, MME, MYH9, MYOD1, MZF1, NAALADL1, NEUROG1, NLGN4X, NOD1, NPC1L1, NPR3, NR0B1, NR0B2, NR2C1, NR2F2, NR4A3, NR6A1, NRF1, NTRK1, NTRK2, OXA1L, PAFAH1B2, PDGFC, PDGFRA, PEX11A, PEX11B, PGRMC1, PKD2, PLN, POU3F3, PRPH2, PTH1R, PTPRO, PTPRT, RELA, ROM1, S100A10, SCARB2, SERPINF2, SLC11A1, SLC25A14, SLC26A5, SLC33A1, SLC39A13, SLC3A2, SLC4A1, SLC51A, SLC5A5, SLC8B1, SLIT2, SMAD3, SMAD4, SNX9, SOHLH1, SOHLH2, SOX6, SP1, SPPL2B, SPPL3, SRF, SRR, ST3GAL2, STARD3, STAT1, STAT3, STAT5B, STOM, SYNDIG1, SYNE1, SYT10, SYT6, TAP1, TBX1, TBX15, TBX18, TCF3, TENM1, TENM2, TENM3, TENM4, TFAP2B, TFAP4, TFRC, THAP1, THBS1, TMEM132A, TOX3, TPCN1, TPM1, TREX1, TRPC6, TWIST1, TYR, TYROBP, TYRP1, UBA5, UGT1A4, UGT1A8, USF1, USF2, UXS1, VAPA, VAPB, VWA1, ZBTB1, ZBTB16, ZBTB7B, ZDHHC2, ZDHHC3, ZHX2, ZHX3, ZNF174",-0.8872392198285277,-0.8335423304629797,-0.8199368555339843,0.07700948247434972,0.06846043601621385,0.16241929574682604,0.12033282205183682,0.09313594703259225,0.29564558581626293
GO:0042805:actinin binding,"NFKB1, PDLIM5, PKD2, PROM1, RELA, TRPC5",-1.3898383573698776,-0.9782963607039002,-0.1872707232651233,0.017967845099202958,0.014865784223304588,0.14252472442430567,0.03789092580284376,0.028757637548142298,0.2760478976045572
GO:0042806:fucose binding,"ASGR1, ASGR2, CLEC10A, SELP",-2.1770323008086474,-1.85045522287357,-2.5664372991133813,0.0009652646398669204,0.0009316496050451325,0.0722558377763525,0.003028467779914781,0.00234348203224248,0.2027833139254179
GO:0042809:nuclear vitamin D receptor binding,RXRA,-1.641696941032,-1.85621554975262,-1.81106650574587,4.55208609691868e-13,5.1624730548954697e-42,2.47956864770793e-06,5.65694068367749e-12,1.98160089257182e-40,4.81186437677852e-05
GO:0042813:Wnt receptor activity,"FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, LRP5, LRP6, NID1, PKD1, ROR1, RYK, TSPAN12",-0.5476615430926066,-1.0625867087322682,-0.5705048210895381,0.1240230454046296,0.06366040323330986,0.13740594442837345,0.1980133227049192,0.09978074107061502,0.2215868848044275
GO:0042822:pyridoxal phosphate metabolic process,ALPL,-0.125957741173813,-1.34727084815082,-0.670763734744399,0.753320952478682,2.5660630688607e-07,0.286123956968416,1.0,1.04886064887921e-06,0.651813638699335
GO:0042824:MHC class I peptide loading complex,"B2M, CALR, HLA-A, TAP1, TAP2, TAPBP, TAPBPL",-0.9559597868526329,-0.5801223198006309,-0.30516049075268853,0.152249159551846,0.008134215193883592,0.5254438372590097,0.18346382929705737,0.01826368951708864,0.7359706077328543
GO:0042825:TAP complex,"TAP1, TAP2",-0.9756672413248401,-0.741670497661761,-0.440843358358033,0.00022628276597930756,4.58721985884742e-05,0.267754786608686,0.0008106224382616694,0.00014397181177106227,0.599484471164316
GO:0042826:histone deacetylase binding,"BCL3, BHLHE41, CEBPB, FOXP3, GCM1, GLI3, HES1, HEY2, HIC1, HIF1A, HOXA10, HSP90AB1, IKZF3, INSM1, JDP2, KLF4, LEF1, MAGEA1, MAGEA11, MAGEA12, MAGEA2, MAGEA2B, MAGEA3, MAGEA4, MAGEA6, MAGEA8, MAGEA9, MAGEA9B, MEF2A, MEF2B, MEF2C, MEF2D, MIER1, MIER2, MIER3, MTA1, MTA2, MTA3, NR2C1, NR2E1, RARA, RELA, RFXANK, SATB2, SP1, SP2, SPI1, SRF, TAL1, TBX2, TCF21, TFAP4, THAP7, TP53, TWIST1, USF1, ZBTB7B",1.3040675026493471,1.5433448618159624,1.8594572608750486,0.07662169573783399,0.04860370464120259,0.09886552000713833,0.12262722509336683,0.0655740146422629,0.19392265742316428
GO:0042832:defense response to protozoan,"BATF, BATF2, BCL3, CD40, CLEC7A, IL4R, IRF4, IRF8, NKG7, SLC11A1",-1.4904465694060771,-0.7349859567433307,-0.882532169158101,0.0049364670023845335,0.13804319921235014,0.3055479202821651,0.01235191047765962,0.19693096303026245,0.5080597866470681
GO:0042834:peptidoglycan binding,"NOD1, TLR2, TREM2",-0.3897081058735835,0.3939959917075016,0.13831763006175807,0.0008504763368909148,0.2394529327241641,0.3300713526305554,0.0026790742635479253,0.25104458216247244,0.5119558712504689
GO:0042866:pyruvate biosynthetic process,SRR,0.0299241010308228,0.573071239543135,0.420047951387495,0.832311954515098,1.25972159419725e-06,0.0500720945249222,1.0,4.8135415506415e-06,0.174369380475689
GO:0042867:pyruvate catabolic process,"LDHC, SLC16A1, SLC16A3",-0.8081856819093827,-0.7337227594813788,-0.49835404394782334,0.15302561566206038,0.16402429048781333,0.31467024298489216,0.25541145692465145,0.27632971944993795,0.5571708759476753
GO:0042874:D-glucuronate transmembrane transport,SLC17A5,-1.58556472835645,-1.07689722360726,-0.132980927489746,2.42934281896851e-19,9.53676349491275e-16,0.657655748213078,6.4001765253817005e-18,7.63666777317687e-15,1.0
GO:0042880:D-glucuronate transmembrane transporter activity,SLC17A5,-1.58556472835645,-1.07689722360726,-0.132980927489746,2.42934281896851e-19,9.53676349491275e-16,0.657655748213078,6.4001765253817005e-18,7.63666777317687e-15,1.0
GO:0042883:cysteine transport,SLC1A1,-0.560930976721458,-0.815501127949513,-1.39029299158715,0.0662701950782346,6.37977704722906e-05,0.0322744995450762,0.146078870844138,0.0002032324110435,0.124183902250951
GO:0042904:9-cis-retinoic acid biosynthetic process,"CYP1A1, DHRS9",-3.637454243488305,-3.623698627941637,-2.0185451851950664,0.0020298883477778964,0.042256921626302,0.3866822385012209,0.005978084424610285,0.0813557696110925,0.5332336717619905
GO:0042908:xenobiotic transport,"ABCA3, ABCA8, ABCB5, ABCC1, ABCC10, ABCC11, ABCC3, ABCC5, GJA1, NR1I2, SLC15A2, SLC18A1, SLC22A1, SLC22A18, SLC22A2, SLC22A3, SLC22A4, SLC22A6, SLC22A8, SLC29A4, SLC2A1, SLC31A1, SLC43A3, SLC47A1, SLC7A5, SVOP",-1.4194548438123884,-1.2858670379547283,-1.556542431358059,0.05653798321866759,0.09606164546646209,0.1331082895785829,0.08848591471069728,0.1285570079067077,0.27804707828468406
GO:0042910:xenobiotic transmembrane transporter activity,"ABCB1, ABCC1, ABCC2, ABCC3, ABCC4, ABCC5, ABCG2, ATRAID, SLC17A3, SLC18A1, SLC19A1, SLC22A1, SLC22A18, SLC22A2, SLC22A5, SLC22A6, SLC22A8, SLC29A4, SLC2A1, SLC31A1, SLC37A3, SLC43A3, SLC47A1, SLC47A2",-1.8390021848780054,-2.0626226933370075,-2.2521453676919596,0.037210584403158796,0.09848717459570862,0.1680889326760959,0.057481997095880144,0.12556730715319908,0.2740551798863111
GO:0042921:intracellular glucocorticoid receptor signaling pathway,"CALR, NR3C1",-1.3462974163287749,-1.1187242759842555,-0.8690677886735652,0.4171331950567015,0.01111036261168005,0.36243524045963976,0.5,0.0243251257729933,0.5000001299061351
GO:0042923:neuropeptide binding,"ADCYAP1R1, GALR1, GALR2, GPR149, GPR171, GPR37, GRPR, MC3R, MC4R, MCHR1, MRGPRX2, NPBWR1, NPBWR2, NPY1R, NPY4R, OPRD1, OPRK1, OPRL1, OPRM1, PRLHR, PTGDR2, SORL1, SSTR1, SSTR2, SSTR3, SSTR4, SSTR5",-0.45505510816284844,-0.3793177638343409,0.2305544019568206,0.13646352618256197,0.04430343533984852,0.1799498517376728,0.19381463365005447,0.07417005837984378,0.32356143907708357
GO:0042924:neuromedin U binding,NMUR1,-2.27768237950274,-2.0055734276611,-0.83566225658744,1.44057372580461e-10,4.01661668035822e-25,0.149877893209812,1.31497738804092e-09,6.0349882034919e-24,0.403823175748349
GO:0042930:enterobactin transport,ASIC3,2.11804004336755,2.82523187590476,1.69147980800303,5.6337906620401604e-14,8.70317773057828e-32,0.0001069687966107,7.80460523084863e-13,1.94550032692402e-30,0.0011813803353211
GO:0042931:enterobactin transmembrane transporter activity,ASIC3,2.11804004336755,2.82523187590476,1.69147980800303,5.6337906620401604e-14,8.70317773057828e-32,0.0001069687966107,7.80460523084863e-13,1.94550032692402e-30,0.0011813803353211
GO:0042937:tripeptide transmembrane transporter activity,"SLC15A1, SLC15A2",-3.667206518507223,-3.8246638278485636,-5.295145258466939,7.298783882856825e-06,4.05680333843894e-14,0.0008117195774156313,3.3617563258634294e-05,2.8438925665504667e-13,0.005894378768670032
GO:0042938:dipeptide transport,SLC15A2,-2.87428338388211,-2.87113394316513,-3.5278568085485,3.07238953019931e-18,2.8986746366615896e-56,1.40992941749381e-06,7.12796927070741e-17,2.25792989539842e-54,2.96739597742952e-05
GO:0042941:D-alanine transmembrane transport,SLC7A10,0.414054587229502,-1.38409249485387,-2.06362224261115,0.439461556350081,2.05756380199082e-05,0.0263419674664813,0.713083014730394,6.93141495098054e-05,0.105771817963143
GO:0042942:D-serine transmembrane transport,SLC7A10,0.414054587229502,-1.38409249485387,-2.06362224261115,0.439461556350081,2.05756380199082e-05,0.0263419674664813,0.713083014730394,6.93141495098054e-05,0.105771817963143
GO:0042953:lipoprotein transport,"APOB, CD36, CUBN, LRP1, MSR1, MTTP, PPARG, SURF4, VMP1, ZDHHC17",-1.4466345612759566,-1.8288898520050232,-2.4008257106945545,0.16902494304144547,0.0836131956949428,0.2107523349014572,0.26874201128562103,0.1264037323821785,0.3826028882702317
GO:0042974:nuclear retinoic acid receptor binding,"CNOT1, HMGA1, PRAME",5.9893970911562375,5.4964252203926485,6.073826652439163,1.9074345592836724e-05,0.149614558044499,0.0006714479331392806,7.671138424785e-05,0.21763217218235476,0.0042394337733486645
GO:0042975:peroxisome proliferator activated receptor binding,"HMGA1, NFATC4, NR0B2",-0.31184735956089726,-0.7767932424192154,-0.1159933067658147,0.06441291879346063,0.030133259143262165,0.1255162376905713,0.12264110262911454,0.057608825358967664,0.3148540159880634
